"Id Booking";Datum;Uhrzeit;Buchungstext;Bestellnummer;Betrag;Saldo;id_order_unit
1216899737;2025-07-07;01:17:09;"Goods receipt order MHLHPTQ/314567984049353 Zapięcie rowerowe Dunlop łączące U-lock i blokadę linkową - linka s...";MHLHPTQ;222,81;401,10;314567984049353
1216899738;2025-07-07;01:17:09;"Net commission order MHLHPTQ/314567984049353 Zapięcie rowerowe Dunlop łączące U-lock i blokadę linkową - linka ...";MHLHPTQ;-22,28;378,82;314567984049353
1217134654;2025-07-07;12:55:38;"Release order M5L6UBQ/314567982663923 Iberia Clothes Dye Black nº21";M5L6UBQ;-43,20;335,62;314567982663923
1217348223;2025-07-07;19:53:26;"Goods receipt order MKHK9TQ/314567984099357 Zestaw uszczelek okiennych Lifetime Air do mobilnych systemów klima...";MKHK9TQ;137,23;472,85;314567984099357
1217348230;2025-07-07;19:53:26;"Net commission order MKHK9TQ/314567984099357 Zestaw uszczelek okiennych Lifetime Air do mobilnych systemów klim...";MKHK9TQ;-13,72;459,13;314567984099357
1217639081;2025-07-08;12:03:07;"Cancel net commission order MKHK9TQ/314567984099357 Zestaw uszczelek okiennych Lifetime Air do mobilnych system...";MKHK9TQ;13,72;472,85;314567984099357
1217639082;2025-07-08;12:03:07;"Cancel goods receipt order MKHK9TQ/314567984099357 Zestaw uszczelek okiennych Lifetime Air do mobilnych systemó...";MKHK9TQ;-137,23;335,62;314567984099357
1218043598;2025-07-09;09:51:43;"Release order MZQ8BBQ/314567982587735 Parasol Marbueno Aluminium Textilene 51 x 37 x 54 cm Regulowany";MZQ8BBQ;-75,56;260,06;314567982587735
1219731655;2025-07-13;11:09:42;"Goods receipt order MGXXLTQ/314567984423122 Parasol Marbueno Aluminium Textilene 51 x 37 x 54 cm Regulowany";MGXXLTQ;86,80;346,86;314567984423122
1219731656;2025-07-13;11:09:42;"Net commission order MGXXLTQ/314567984423122 Parasol Marbueno Aluminium Textilene 51 x 37 x 54 cm Regulowany";MGXXLTQ;-7,81;339,05;314567984423122
1219791021;2025-07-13;13:41:36;"Goods receipt order MRF5GTQ/314567984433897 CATA LHV 225 - Wyciąg łazienkowy - Wyciąg ścienny i szklany - W peł...";MRF5GTQ;268,81;607,86;314567984433897
1219791022;2025-07-13;13:41:36;"Net commission order MRF5GTQ/314567984433897 CATA LHV 225 - Wyciąg łazienkowy - Wyciąg ścienny i szklany - W pe...";MRF5GTQ;-18,82;589,04;314567984433897
1219866803;2025-07-13;16:57:18;"Cancel net commission order MRF5GTQ/314567984433897 CATA LHV 225 - Wyciąg łazienkowy - Wyciąg ścienny i szklany...";MRF5GTQ;18,82;607,86;314567984433897
